ID,BLEU,ROUGE-1,ROUGE-2,ROUGE-L,METEOR,CER,WER
24167,100.0,100.0,100.0,100.0,100.0,0.0,0.0
15062,100.0,100.0,98.04,100.0,100.0,0.0,0.0
25870,100.0,100.0,100.0,100.0,100.0,0.0,0.0
19893,100.0,100.0,100.0,100.0,100.0,0.0,0.0
5025,100.0,100.0,93.62,100.0,100.0,0.0,0.0
13232,100.0,100.0,97.56,100.0,100.0,0.0,0.0
20099,100.0,100.0,100.0,100.0,100.0,0.0,0.0
13163,100.0,100.0,100.0,100.0,100.0,0.0,0.0
24503,46.24,77.65,53.57,75.44,74.4,8.38,24.56
5268,85.4,92.86,88.33,93.44,93.43,5.22,6.56
18159,91.84,96.1,93.18,95.56,95.55,1.73,4.44
23029,84.36,92.68,85.71,92.47,91.61,4.0,8.51
13053,92.37,96.83,93.08,96.89,97.37,3.06,3.75
16139,88.2,94.59,88.64,95.56,95.54,2.8,4.44
5320,34.56,66.67,44.07,65.0,62.96,30.75,36.07
13463,95.07,98.04,96.15,98.11,98.11,1.67,1.89
14788,91.95,93.75,63.16,96.88,96.87,2.74,3.12
5201,94.14,97.73,95.45,97.78,97.77,0.87,2.22
1508,83.68,94.31,81.66,93.57,92.24,2.31,8.05
18138,28.64,62.65,34.95,62.86,57.1,21.3,40.0
20539,46.8,80.77,55.22,75.0,70.27,15.5,27.54
17817,50.05,75.29,57.78,76.09,75.63,12.35,23.91
13701,100.0,100.0,98.48,100.0,100.0,0.0,0.0
12570,78.07,86.05,76.64,88.07,88.7,12.21,16.67
25429,100.0,100.0,100.0,100.0,100.0,0.0,0.0
6309,72.38,86.15,67.5,85.37,86.94,10.69,17.5
2365,92.54,95.12,93.75,95.92,95.91,0.77,4.08
25994,66.81,87.64,70.48,85.98,85.12,5.74,14.81
26027,61.0,80.31,64.94,79.49,78.52,11.78,21.52
18213,45.07,70.89,54.55,73.33,73.9,14.54,29.55
17058,72.96,87.62,77.36,87.04,86.95,8.65,12.96
8121,0.9,19.55,2.45,16.97,10.95,57.27,88.89
14055,1.85,27.91,7.48,27.52,23.34,34.84,81.48
7874,64.53,85.33,73.42,86.42,85.36,5.38,14.63
7647,65.1,83.52,69.57,82.98,84.17,11.52,19.57
22126,60.58,71.64,63.01,69.33,70.03,23.47,32.43
16209,76.71,88.24,77.92,88.61,89.29,9.09,12.82
12824,89.86,94.62,92.17,95.73,96.38,1.82,5.17
14762,100.0,100.0,100.0,100.0,100.0,0.0,0.0
23793,100.0,100.0,96.7,100.0,100.0,0.0,0.0
26321,100.0,100.0,100.0,100.0,100.0,0.0,0.0
11532,100.0,100.0,100.0,100.0,100.0,0.0,0.0
21158,100.0,100.0,100.0,100.0,100.0,0.0,0.0
21834,100.0,100.0,96.83,100.0,100.0,0.0,0.0
17983,100.0,100.0,97.83,100.0,100.0,0.0,0.0
24074,100.0,100.0,97.87,100.0,100.0,0.0,0.0
21197,100.0,100.0,84.72,100.0,100.0,0.0,0.0
15576,100.0,100.0,100.0,100.0,100.0,0.0,0.0
18688,100.0,100.0,96.67,100.0,100.0,0.0,0.0
6616,100.0,100.0,100.0,100.0,100.0,0.0,0.0
13978,100.0,100.0,95.56,100.0,100.0,0.0,0.0
25430,100.0,100.0,100.0,100.0,100.0,0.0,0.0
19676,100.0,100.0,98.31,100.0,100.0,0.0,0.0
21849,100.0,100.0,100.0,100.0,100.0,0.0,0.0
6716,100.0,100.0,95.08,100.0,100.0,0.0,0.0
4799,100.0,100.0,92.31,100.0,100.0,0.0,0.0
23675,100.0,100.0,96.97,100.0,100.0,0.0,0.0
1471,100.0,100.0,100.0,100.0,100.0,0.0,0.0
6811,100.0,100.0,93.59,100.0,100.0,0.0,0.0
17039,100.0,100.0,91.3,100.0,100.0,0.0,0.0
25172,100.0,100.0,96.23,100.0,100.0,0.0,0.0
5853,100.0,100.0,100.0,100.0,100.0,0.0,0.0
8126,100.0,100.0,98.18,100.0,100.0,0.0,0.0
7360,100.0,100.0,96.88,100.0,100.0,0.0,0.0
4124,100.0,100.0,98.36,100.0,100.0,0.0,0.0
6661,100.0,100.0,95.0,100.0,100.0,0.0,0.0
15003,100.0,100.0,96.15,100.0,100.0,0.0,0.0
16803,100.0,100.0,95.83,100.0,100.0,0.0,0.0
14117,100.0,100.0,97.83,100.0,100.0,0.0,0.0
25513,100.0,100.0,100.0,100.0,100.0,0.0,0.0
18861,100.0,100.0,100.0,100.0,100.0,0.0,0.0
13901,100.0,100.0,97.85,100.0,100.0,0.0,0.0
16788,100.0,100.0,100.0,100.0,100.0,0.0,0.0
15673,100.0,100.0,100.0,100.0,100.0,0.0,0.0
